"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"RemoteFwAdmin-RPCSS-In-TCP-NoScope";"Windows Defender Firewall Remote Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Windows Defender Firewall.";"@FirewallAPI.dll,-30002";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WiFiDirect-KM-Driver-In-TCP";"WFD Driver-only (TCP-In)";"Inbound rule for drivers to communicate over WFD (TCP-In)";"@wlansvc.dll,-36865";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";;"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WiFiDirect-KM-Driver-In-UDP";"WFD Driver-only (UDP-In)";"Inbound rule for drivers to communicate over WFD (UDP-In)";"@wlansvc.dll,-36865";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";;"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-SMB-In-TCP-NoScope";"File and Printer Sharing (SMB-In)";"Inbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]";"@FirewallAPI.dll,-28502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-In-UDP-NoScope";"Network Discovery (NB-Name-In)";"Inbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-32752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-Diag-ICMP6-EchoRequest-In";"Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)";"ICMP Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-27000";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-RPCSS-In-TCP-NoScope";"Remote Volume Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for Remote Volume Management.";"@FirewallAPI.dll,-34501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDSLDR-In-TCP";"Remote Volume Management - Virtual Disk Service Loader (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service Loader to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vdsldr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-RPCSS-In-TCP";"TPM Virtual Smart Card Management (DCOM-In)";"Inbound rule for remote TPM Virtual Smart Card Management to allow DCOM activation. [TCP 135]";"@FirewallAPI.dll,-36501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"TPMVSCMGR-Server-In-TCP";"TPM Virtual Smart Card Management (TCP-In)";"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]";"@FirewallAPI.dll,-36501";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\RmtTpmVscMgrSvr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteAssistance-SSDPSrv-In-UDP-Active";"Remote Assistance (SSDP UDP-In)";"Inbound rule for Remote Assistance to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-33002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP-Teredo";"Network Discovery for Teredo (UPnP-In)";"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";;"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Netlogon-NamedPipe-In";"Netlogon Service (NP-In)";"Inbound rule for the NetLogon service to be remotely managed over Named Pipes.";"@firewallapi.dll,-37681";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-icmpv4";"Virtual Machine Monitoring (Echo Request - ICMPv4-In)";"Echo Request messages are sent as ping requests to other nodes.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-In-UDP-Active";"Network Discovery (SSDP-In)";"Inbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CDPSvc-In-UDP";"Connected Devices Platform (UDP-In)";"Inbound rule for Connected Devices Platform traffic [UDP]";"@FirewallAPI.dll,-37402";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"CDPSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CDPSvc-In-TCP";"Connected Devices Platform (TCP-In)";"Inbound rule for Connected Devices Platform traffic [TCP]";"@FirewallAPI.dll,-37402";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"CDPSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-RPCSS-In-TCP";"Remote Scheduled Tasks Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Task Scheduler service.";"@FirewallAPI.dll,-33252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MDNS-In-UDP-Private-Active";"mDNS (UDP-In)";"Inbound rule for mDNS traffic [UDP]";"@%SystemRoot%\system32\firewallapi.dll,-37302";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5353";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteAssistance-In-TCP-EdgeScope";"Remote Assistance (TCP-In)";"Inbound rule for Remote Assistance traffic. [TCP]";"@FirewallAPI.dll,-33002";"False";"Public";"";"Inbound";"Allow";"DeferToApp";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\msra.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"vm-monitoring-icmpv6";"Virtual Machine Monitoring (Echo Request - ICMPv6-In)";"Echo Request messages are sent as ping requests to other nodes.";"@%SystemRoot%\system32\icsvc.dll,-700";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-In-UDP-Active";"Network Discovery (LLMNR-UDP-In)";"Inbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5355";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RRAS-L2TP-In-UDP";"Routing and Remote Access (L2TP-In)";"Inbound rule for RRAS to allow Layer 2 Tunnel Protocol traffic. [UDP 1701]";"@FirewallAPI.dll,-33752";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"1701";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-PTB-In";"Core Networking - Packet Too Big (ICMPv6-In)";"Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"2";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IPHTTPS-In";"Core Networking - IPHTTPS (TCP-In)";"Inbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"IPHTTPSIn";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteFwAdmin-In-TCP";"Windows Defender Firewall Remote Management (RPC)";"Inbound rule for the Windows Defender Firewall to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-30002";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"policyagent";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-In-TCP";"AllJoyn Router (TCP-In)";"Inbound rule for AllJoyn Router traffic [TCP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"9955";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-In-UDP";"AllJoyn Router (UDP-In)";"Inbound rule for AllJoyn Router traffic [UDP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LD-In";"Core Networking - Multicast Listener Done (ICMPv6-In)";"Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"132";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-DU-In";"Core Networking - Destination Unreachable (ICMPv6-In)";"Destination Unreachable error messages are sent from any node that a packet traverses which is unable to forward the packet for any reason except congestion.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Allow";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"1";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-In-TCP";"Network Discovery (WSD EventsSecure-In)";"Inbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5358";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CDPSvc-WFD-In-TCP";"Connected Devices Platform - Wi-Fi Direct Transport (TCP-In)";"Inbound rule to use Wi-Fi Direct traffic in the Connected Devices Platform [TCP]";"@FirewallAPI.dll,-37402";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";;"%SystemRoot%\system32\svchost.exe";;"CDPSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteTask-In-TCP";"Remote Scheduled Tasks Management (RPC)";"Inbound rule for the Task Scheduler service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-33252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"schedule";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-In-UDP-Active";"Network Discovery (NB-Datagram-In)";"Inbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"True";"Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-ICMP6-ERQ-In";"File and Printer Sharing (Echo Request - ICMPv6-In)";"Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-28502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP-NoScope";"Performance Logs and Alerts (DCOM-In)";"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]";"@FirewallAPI.dll,-34752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-PLASrv-In-TCP-NoScope";"Performance Logs and Alerts (TCP-In)";"Inbound rule for Performance Logs and Alerts traffic. [TCP-In]";"@FirewallAPI.dll,-34752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\plasrv.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WINRM-HTTP-In-TCP-NoScope";"Windows Remote Management (HTTP-In)";"Inbound rule for Windows Remote Management via WS-Management. [TCP 5985]";"@FirewallAPI.dll,-30267";"False";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"5985";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper";"Inbound Rule for Remote Shutdown (RPC-EP-In)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic";"@firewallapi.dll,-36751";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\wininit.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WFDPRINT-DAFWSD-In-Active";"Wi-Fi Direct Network Discovery (In)";"Inbound rule to discover WSD devices on Wi-Fi Direct networks.";"@FirewallAPI.dll,-36851";"True";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"Any";"Any";"Any";"Any";"WifiDirectPrinting";"%SystemRoot%\system32\dashost.exe";;"Any";"Any";"Any";"O:LSD:(A;;CC;;;S-1-5-92-3339056971-1291069075-3798698925-2882100687-0)";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-In-TCP";"Network Discovery (WSD Events-In)";"Inbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"False";"Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"5357";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WirelessDisplay-In-TCP";"Wireless Display (TCP-In)";"Inbound rule for Wireless Display [TCP]";"@wifidisplay.dll,-100";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"WifiDirectDisplay";"%SystemRoot%\system32\WUDFHost.exe";;"Any";"Any";"Any";"O:LSD:(A;;CC;;;S-1-5-84-0-0-0-0-0)";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-ICMP6-ERQ-In-NoScope";"File and Printer Sharing (Echo Request - ICMPv6-In)";"Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-28502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv6";"RPC";"Any";"128";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PNRPMNRS-SSDPSrv-In-UDP";"Windows Collaboration Computer Name Registration Service (SSDP-In)";"Inbound rule for the Windows Collaboration Computer Name Registration Service to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-34002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"PerfLogsAlerts-DCOM-In-TCP";"Performance Logs and Alerts (DCOM-In)";"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]";"@FirewallAPI.dll,-34752";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP-NoScope";"Network Discovery (UPnP-In)";"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-32752";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteEventLogSvc-RPCSS-In-TCP";"Remote Event Log Management (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Event Log Service.";"@FirewallAPI.dll,-29252";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-RPCSS-In-TCP-NoScope";"Windows Management Instrumentation (DCOM-In)";"Inbound rule to allow DCOM traffic for remote Windows Management Instrumentation. [TCP 135]";"@FirewallAPI.dll,-34251";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"135";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"rpcss";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteAssistance-SSDPSrv-In-TCP-Active";"Remote Assistance (SSDP TCP-In)";"Inbound rule for Remote Assistance to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-33002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"MSDTC-KTMRM-In-TCP-NoScope";"Distributed Transaction Coordinator (RPC)";"Inbound rule for the Kernel Transaction Resource Manager for Distributed Transaction Coordinator service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-33502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"ktmrm";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"ProximityUxHost-Sharing-In-TCP-NoScope";"Proximity sharing over TCP (TCP sharing-In)";"Inbound rule for Proximity sharing over TCP";"@FirewallAPI.dll,-36251";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"ProximitySharing";"%SystemRoot%\system32\proximityuxhost.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-IGMP-In";"Core Networking - Internet Group Management Protocol (IGMP-In)";"IGMP messages are sent and received by nodes to create, join and depart multicast groups.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"2";"Any";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-WLANSvc-ASP-CP-In";"WFD ASP Coordination Protocol (UDP-In)";"Inbound rule for WLAN Service to allow coordination protocol for WFD Service sessions [UDP 7235]";"@wlansvc.dll,-36864";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"7235";"7235";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"WlanSvc";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-In-UDP";"Network Discovery (Pub-WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"False";"Domain, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMI-WINMGMT-In-TCP-NoScope";"Windows Management Instrumentation (WMI-In)";"Inbound rule to allow WMI traffic for remote Windows Management Instrumentation. [TCP]";"@FirewallAPI.dll,-34251";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"winmgmt";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LR2-In";"Core Networking - Multicast Listener Report v2 (ICMPv6-In)";"Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"143";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RVM-VDSLDR-In-TCP-NoScope";"Remote Volume Management - Virtual Disk Service Loader (RPC)";"Inbound rule for the Remote Volume Management - Virtual Disk Service Loader to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-34501";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\vdsldr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-NB_Datagram-In-UDP";"File and Printer Sharing (NB-Datagram-In)";"Inbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-28502";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"FPS-ICMP4-ERQ-In-NoScope";"File and Printer Sharing (Echo Request - ICMPv4-In)";"Echo Request messages are sent as ping requests to other nodes.";"@FirewallAPI.dll,-28502";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"ICMPv4";"RPC";"Any";"8";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"RemoteEventLogSvc-In-TCP-NoScope";"Remote Event Log Management (RPC)";"Inbound rule for the local Event Log service to be remotely managed via RPC/TCP.";"@FirewallAPI.dll,-29252";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Eventlog";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"CoreNet-ICMP6-LQ-In";"Core Networking - Multicast Listener Query (ICMPv6-In)";"An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.";"@FirewallAPI.dll,-25000";"True";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet6";"ICMPv6";"RPC";"Any";"130";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Collab-PNRP-SSDPSrv-In-UDP";"Windows Peer to Peer Collaboration Foundation (SSDP-In)";"Inbound rule for the Windows Peer to Peer Collaboration Foundation to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
